termo,termo_normalizado,codigo_cnae,descricao,relevancia,categoria,secao,divisao,grupo,classe,subclasse,origem,tipo
Preparação de massa de concreto e argamassa para construção,preparação de massa de concreto e argamassa para construção,2330305,Preparação de massa de concreto e argamassa para construção,100,atividades,C,23,233,2330,2330305,descrição oficial,nome_oficial
Preparação,preparação,2330305,Preparação de massa de concreto e argamassa para construção,85,preparação,C,23,233,2330,2330305,classificação semântica,atividade
Preparacao,preparacao,2330305,Preparação de massa de concreto e argamassa para construção,85,preparação,C,23,233,2330,2330305,classificação semântica,atividade
Massa,massa,2330305,Preparação de massa de concreto e argamassa para construção,85,massa,C,23,233,2330,2330305,classificação semântica,atividade
Massa,massa,2330305,Preparação de massa de concreto e argamassa para construção,85,massa,C,23,233,2330,2330305,classificação semântica,atividade
Concreto,concreto,2330305,Preparação de massa de concreto e argamassa para construção,85,concreto,C,23,233,2330,2330305,classificação semântica,atividade
Concreto,concreto,2330305,Preparação de massa de concreto e argamassa para construção,85,concreto,C,23,233,2330,2330305,classificação semântica,atividade
Argamassa,argamassa,2330305,Preparação de massa de concreto e argamassa para construção,85,argamassa,C,23,233,2330,2330305,classificação semântica,atividade
Argamassa,argamassa,2330305,Preparação de massa de concreto e argamassa para construção,85,argamassa,C,23,233,2330,2330305,classificação semântica,atividade
Construção,construção,2330305,Preparação de massa de concreto e argamassa para construção,85,construção,C,23,233,2330,2330305,classificação semântica,atividade
Construcao,construcao,2330305,Preparação de massa de concreto e argamassa para construção,85,construção,C,23,233,2330,2330305,classificação semântica,atividade
Preparação de massa de concreto e argamassa para construção,preparação de massa de concreto e argamassa para construção,2330305,Preparação de massa de concreto e argamassa para construção,90,descricao_completa,C,23,233,2330,2330305,classificação semântica,palavra_chave
Produção de ferro-gusa,produção de ferrogusa,2411300,Produção de ferro-gusa,100,atividades,C,24,241,2411,2411300,descrição oficial,nome_oficial
Ferro,ferro,2411300,Produção de ferro-gusa,85,ferro,C,24,241,2411,2411300,classificação semântica,atividade
Ferro,ferro,2411300,Produção de ferro-gusa,85,ferro,C,24,241,2411,2411300,classificação semântica,atividade
Gusa,gusa,2411300,Produção de ferro-gusa,85,gusa,C,24,241,2411,2411300,classificação semântica,atividade
Gusa,gusa,2411300,Produção de ferro-gusa,85,gusa,C,24,241,2411,2411300,classificação semântica,atividade
Produção de ferro-gusa,produção de ferrogusa,2411300,Produção de ferro-gusa,90,descricao_completa,C,24,241,2411,2411300,classificação semântica,palavra_chave
Produção de ferroligas,produção de ferroligas,2412100,Produção de ferroligas,100,atividades,C,24,241,2412,2412100,descrição oficial,nome_oficial
Ferroligas,ferroligas,2412100,Produção de ferroligas,85,ferroligas,C,24,241,2412,2412100,classificação semântica,atividade
Ferroligas,ferroligas,2412100,Produção de ferroligas,85,ferroligas,C,24,241,2412,2412100,classificação semântica,atividade
Produção de ferroligas,produção de ferroligas,2412100,Produção de ferroligas,90,descricao_completa,C,24,241,2412,2412100,classificação semântica,palavra_chave
Produção de semiacabados de aço,produção de semiacabados de aço,2421100,Produção de semiacabados de aço,100,atividades,C,24,242,2421,2421100,descrição oficial,nome_oficial
Semiacabados,semiacabados,2421100,Produção de semiacabados de aço,85,semiacabados,C,24,242,2421,2421100,classificação semântica,atividade
Semiacabados,semiacabados,2421100,Produção de semiacabados de aço,85,semiacabados,C,24,242,2421,2421100,classificação semântica,atividade
Aço,aço,2421100,Produção de semiacabados de aço,85,aço,C,24,242,2421,2421100,classificação semântica,atividade
Aco,aco,2421100,Produção de semiacabados de aço,85,aço,C,24,242,2421,2421100,classificação semântica,atividade
Produção de semiacabados de aço,produção de semiacabados de aço,2421100,Produção de semiacabados de aço,90,descricao_completa,C,24,242,2421,2421100,classificação semântica,palavra_chave
"Produção de laminados planos de aço ao carbono, revestidos ou não",produção de laminados planos de aço ao carbono revestidos ou não,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",100,atividades,C,24,242,2422,2422901,descrição oficial,nome_oficial
Laminados,laminados,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,laminados,C,24,242,2422,2422901,classificação semântica,atividade
Laminados,laminados,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,laminados,C,24,242,2422,2422901,classificação semântica,atividade
Planos,planos,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,planos,C,24,242,2422,2422901,classificação semântica,atividade
Planos,planos,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,planos,C,24,242,2422,2422901,classificação semântica,atividade
Aço,aço,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,aço,C,24,242,2422,2422901,classificação semântica,atividade
Aco,aco,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,aço,C,24,242,2422,2422901,classificação semântica,atividade
Carbono,carbono,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,carbono,C,24,242,2422,2422901,classificação semântica,atividade
Carbono,carbono,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,carbono,C,24,242,2422,2422901,classificação semântica,atividade
Revestidos,revestidos,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,revestidos,C,24,242,2422,2422901,classificação semântica,atividade
Revestidos,revestidos,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",85,revestidos,C,24,242,2422,2422901,classificação semântica,atividade
"Produção de laminados planos de aço ao carbono, revestidos ou não",produção de laminados planos de aço ao carbono revestidos ou não,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",90,descricao_completa,C,24,242,2422,2422901,classificação semântica,palavra_chave
Produção de laminados planos de aços inoxidáveis,produção de laminados planos de aços inoxidáveis,2422902,Produção de laminados planos de aços inoxidáveis,100,atividades,C,24,242,2422,2422902,descrição oficial,nome_oficial
Laminados,laminados,2422902,Produção de laminados planos de aços inoxidáveis,85,laminados,C,24,242,2422,2422902,classificação semântica,atividade
Laminados,laminados,2422902,Produção de laminados planos de aços inoxidáveis,85,laminados,C,24,242,2422,2422902,classificação semântica,atividade
Planos,planos,2422902,Produção de laminados planos de aços inoxidáveis,85,planos,C,24,242,2422,2422902,classificação semântica,atividade
Planos,planos,2422902,Produção de laminados planos de aços inoxidáveis,85,planos,C,24,242,2422,2422902,classificação semântica,atividade
Aços,aços,2422902,Produção de laminados planos de aços inoxidáveis,85,aços,C,24,242,2422,2422902,classificação semântica,atividade
Acos,acos,2422902,Produção de laminados planos de aços inoxidáveis,85,aços,C,24,242,2422,2422902,classificação semântica,atividade
Inoxidáveis,inoxidáveis,2422902,Produção de laminados planos de aços inoxidáveis,85,inoxidáveis,C,24,242,2422,2422902,classificação semântica,atividade
Inoxidaveis,inoxidaveis,2422902,Produção de laminados planos de aços inoxidáveis,85,inoxidáveis,C,24,242,2422,2422902,classificação semântica,atividade
Produção de laminados planos de aços inoxidáveis,produção de laminados planos de aços inoxidáveis,2422902,Produção de laminados planos de aços inoxidáveis,90,descricao_completa,C,24,242,2422,2422902,classificação semântica,palavra_chave
Produção de tubos de aço sem costura,produção de tubos de aço sem costura,2423701,Produção de tubos de aço sem costura,100,atividades,C,24,242,2423,2423701,descrição oficial,nome_oficial
Tubos,tubos,2423701,Produção de tubos de aço sem costura,85,tubos,C,24,242,2423,2423701,classificação semântica,atividade
Tubos,tubos,2423701,Produção de tubos de aço sem costura,85,tubos,C,24,242,2423,2423701,classificação semântica,atividade
Aço,aço,2423701,Produção de tubos de aço sem costura,85,aço,C,24,242,2423,2423701,classificação semântica,atividade
Aco,aco,2423701,Produção de tubos de aço sem costura,85,aço,C,24,242,2423,2423701,classificação semântica,atividade
Sem,sem,2423701,Produção de tubos de aço sem costura,85,sem,C,24,242,2423,2423701,classificação semântica,atividade
Sem,sem,2423701,Produção de tubos de aço sem costura,85,sem,C,24,242,2423,2423701,classificação semântica,atividade
Costura,costura,2423701,Produção de tubos de aço sem costura,85,costura,C,24,242,2423,2423701,classificação semântica,atividade
Costura,costura,2423701,Produção de tubos de aço sem costura,85,costura,C,24,242,2423,2423701,classificação semântica,atividade
Produção de tubos de aço sem costura,produção de tubos de aço sem costura,2423701,Produção de tubos de aço sem costura,90,descricao_completa,C,24,242,2423,2423701,classificação semântica,palavra_chave
"Produção de laminados longos de aço, exceto tubos",produção de laminados longos de aço exceto tubos,2423702,"Produção de laminados longos de aço, exceto tubos",100,atividades,C,24,242,2423,2423702,descrição oficial,nome_oficial
Laminados,laminados,2423702,"Produção de laminados longos de aço, exceto tubos",85,laminados,C,24,242,2423,2423702,classificação semântica,atividade
Laminados,laminados,2423702,"Produção de laminados longos de aço, exceto tubos",85,laminados,C,24,242,2423,2423702,classificação semântica,atividade
Longos,longos,2423702,"Produção de laminados longos de aço, exceto tubos",85,longos,C,24,242,2423,2423702,classificação semântica,atividade
Longos,longos,2423702,"Produção de laminados longos de aço, exceto tubos",85,longos,C,24,242,2423,2423702,classificação semântica,atividade
