codigo_cnae,descricao_cnae,secao,divisao,grupo,classe
9603303,,S,96,,
9603304,,S,96,,
9603305,,S,96,,
9609201,,S,96,,
9609202,,S,96,,
9609203,,S,96,,
9609204,,S,96,,
9609205,,S,96,,
9609206,,S,96,,
9609207,,S,96,,
9609208,,S,96,,
9609299,,S,96,,
0500303,Coleta de carvão mineral,B,05,050,0500
0600004,Extração de areia betuminosa e asfalto natural,B,06,060,0600
0729401,Extração de minérios de nióbio e titânio,B,07,072,0729
0729402,Extração de minério de tungstênio,B,07,072,0729
0729403,Extração de minério de níquel,B,07,072,0729
0729404,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",B,07,072,0729
0990402,"Atividades de apoio à extração de minerais metálicos não-ferrosos, exceto minério de ferro",B,09,099,0990
0990403,"Atividades de apoio à extração de minerais não-metálicos, exceto combustíveis",B,09,099,0990
1622699,Fabricação de outros artefatos e peças de madeira para uso na construção,C,16,162,1622
1722201,Fabricação de fraldas descartáveis,C,17,172,1722
1722202,Fabricação de absorventes higiênicos,C,17,172,1722
1722299,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,C,17,172,1722
1733801,Fabricação de chapas de fibra de madeira prensada - MDF,C,17,173,1733
1733802,Fabricação de chapas de fibra de madeira prensada - demais,C,17,173,1733
1822900,Serviços de acabamentos gráficos,C,18,182,1822
2034700,Fabricação de fibras artificiais e sintéticas,C,20,203,2034
2212900,Fabricação de embalagens de material plástico,C,22,221,2212
2219600,Fabricação de artefatos de material plástico para outros usos,C,22,221,2219
2229301,Fabricação de artefatos de borracha para uso industrial,C,22,222,2229
2229302,Fabricação de artefatos de plástico para outros usos,C,22,222,2229
2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,23,233,2330
2341900,Fabricação de produtos cerâmicos refratários,C,23,234,2341
2342701,Fabricação de azulejos e pisos,C,23,234,2342
2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",C,23,234,2342
2349401,Fabricação de material isolante cerâmico,C,23,234,2349
2349402,Fabricação de cerâmica sanitária,C,23,234,2349
2349499,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,23,234,2349
2422903,Produção de laminados planos de aço especial não especificados anteriormente,C,24,242,2422
2423703,Produção de tubos de aço com costura,C,24,242,2423
2423704,Produção de outros tubos de ferro e aço,C,24,242,2423
2441500,Metalurgia do alumínio e suas ligas em formas primárias,C,24,244,2441
2531400,Produção de forjados de aço,C,25,253,2531
2539001,"Serviços de usinagem, tornearia e solda",C,25,253,2539
2539002,Serviços de tratamento e revestimento em metais,C,25,253,2539
2592600,Fabricação de produtos de trefilados de metal,C,25,259,2592
2610806,Fabricação de semicondutores,C,26,261,2610
2610899,Fabricação de componentes eletrônicos não especificados anteriormente,C,26,261,2610
2710499,"Fabricação de motores, geradores e transformadores não especificados anteriormente",C,27,271,2710
2732501,Fabricação de fios e cabos isolantes de borracha vulcanizada,C,27,273,2732
2732502,Fabricação de fios e cabos isolantes de plástico,C,27,273,2732
2930101,"Fabricação de cabines, carrocerias e reboques para caminhões",C,29,293,2930
2930102,Fabricação de carrocerias para ônibus,C,29,293,2930
2930103,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",C,29,293,2930
2941700,Fabricação de peças e acessórios para o sistema motor de veículos automotores,C,29,294,2941
2942500,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,C,29,294,2942
2943300,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,C,29,294,2943
2944100,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,C,29,294,2944
2945000,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",C,29,294,2945
2949201,Fabricação de bancos e estofados para veículos automotores,C,29,294,2949
2949299,Fabricação de outras peças e acessórios para veículos automotores não especificados anteriormente,C,29,294,2949
3042301,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",C,30,304,3042
3042302,"Fabricação de equipamentos e instrumentos aeronáuticos, peças e acessórios",C,30,304,3042
3042303,Manutenção de aeronaves na fábrica,C,30,304,3042
3102101,Fabricação de móveis com predominância de metal - exceto cadeiras e mesas,C,31,310,3102
3102102,Fabricação de cadeiras e mesas - exceto cadeiras para veículos,C,31,310,3102
3103901,"Fabricação de móveis de outros materiais, exceto madeira e metal - exceto cadeiras e mesas",C,31,310,3103
3103902,"Fabricação de cadeiras e mesas de outros materiais, exceto madeira e metal",C,31,310,3103
3311201,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras para aquecimento central",C,33,331,3311
3311202,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras para aquecimento central - exceto para veículos",C,33,331,3311
3530101,Produção de vapor,D,35,353,3530
3530102,Produção de água quente,D,35,353,3530
3530103,Produção de ar condicionado,D,35,353,3530
3530104,"Distribuição de vapor, água quente e ar condicionado",D,35,353,3530
3600602,Distribuição de água por caminhões,E,36,360,3600
3600603,Captação e tratamento de água para abastecimento de estabelecimentos,E,36,360,3600
3701102,Gestão de redes de esgoto industriais,E,37,370,3701
3821201,Tratamento e disposição de resíduos não-perigosos,E,38,382,3821
3821202,Tratamento e disposição de resíduos não-perigosos - incineração,E,38,382,3821
4110701,Incorporação de empreendimentos imobiliários - incorporação de edificações,F,41,411,4110
4110702,Incorporação de empreendimentos imobiliários - incorporação de loteamentos,F,41,411,4110
4110703,Incorporação de empreendimentos imobiliários - loteamento de terrenos,F,41,411,4110
4120499,Construção de edifícios não especificados anteriormente,F,41,412,4120
4311800,Demolição e preparação de canteiros de obras,F,43,431,4311
4330406,Instalação de revestimentos cerâmicos,F,43,433,4330
4330499,Outras obras de acabamento da construção,F,43,433,4330
4530701,Comércio por atacado de peças e acessórios novos para veículos automotores,G,45,453,4530
4530702,Comércio por atacado de pneumáticos e câmaras-de-ar,G,45,453,4530
4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,G,45,453,4530
4530704,Comércio a varejo de peças e acessórios usados para veículos automotores,G,45,453,4530
4530705,Comércio a varejo de pneumáticos e câmaras-de-ar,G,45,453,4530
4530706,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,G,45,453,4530
4631100,Comércio atacadista de leite e laticínios,G,46,463,4631
4632001,Comércio atacadista de cereais e leguminosas beneficiados,G,46,463,4632
4632002,"Comércio atacadista de farinhas, amidos e féculas",G,46,463,4632
4632003,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",G,46,463,4632
4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",G,46,463,4633
4633802,Comércio atacadista de aves vivas e ovos,G,46,463,4633
4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,G,46,463,4633
4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634
4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634
4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634
4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634
4635401,Comércio atacadista de água mineral,G,46,463,4635
4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635
4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635
4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635
4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636
4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636
4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637
4637102,Comércio atacadista de açúcar,G,46,463,4637
4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637
4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637
4637105,Comércio atacadista de massas alimentícias,G,46,463,4637
4637106,Comércio atacadista de sorvetes,G,46,463,4637
4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637
4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637
4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639
4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639
4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731
4732600,Comércio varejista de lubrificantes,G,47,473,4732
4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741
4742300,Comércio varejista de material elétrico,G,47,474,4742
4743100,Comércio varejista de vidros,G,47,474,4743
4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744
4744002,Comércio varejista de madeira e artefatos,G,47,474,4744
4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744
4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,4744
4744005,Comércio varejista de materiais de construção não especificados anteriormente,G,47,474,4744
4744006,Comércio varejista de pedras para revestimento,G,47,474,4744
4744099,Comércio varejista de materiais de construção em geral,G,47,474,4744
4751200,Comércio varejista especializado de equipamentos e suprimentos de informática,G,47,475,4751
4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,G,47,475,4751
4751202,Recarga de cartuchos para equipamentos de informática,G,47,475,4751
4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação,G,47,475,4752
4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,G,47,475,4753
4754701,Comércio varejista de móveis,G,47,475,4754
4754702,Comércio varejista de artigos de colchoaria,G,47,475,4754
4754703,Comércio varejista de artigos de iluminação,G,47,475,4754
4755501,Comércio varejista de tecidos,G,47,475,4755
4755502,Comercio varejista de artigos de armarinho,G,47,475,4755
4755503,Comercio varejista de artigos de costura,G,47,475,4755
4756300,Comércio varejista especializado de instrumentos musicais e acessórios,G,47,475,4756
4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",G,47,475,4757
4759801,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",G,47,475,4759
4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,G,47,475,4759
4761001,Comércio varejista de livros,G,47,476,4761
4761002,Comércio varejista de jornais e revistas,G,47,476,4761
4761003,Comércio varejista de artigos de papelaria,G,47,476,4761
4762800,"Comércio varejista de discos, CDs, DVDs e fitas",G,47,476,4762
4763601,Comércio varejista de brinquedos e artigos recreativos,G,47,476,4763
4763602,Comércio varejista de artigos esportivos,G,47,476,4763
4763603,Comércio varejista de bicicletas e triciclos; peças e acessórios,G,47,476,4763
4763604,"Comércio varejista de artigos de caça, pesca e camping",G,47,476,4763
4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,G,47,476,4763
4771701,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",G,47,477,4771
4771702,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",G,47,477,4771
4771703,Comércio varejista de produtos farmacêuticos homeopáticos,G,47,477,4771
4771704,Comércio varejista de medicamentos veterinários,G,47,477,4771
4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",G,47,477,4772
4773300,Comércio varejista de artigos médicos e ortopédicos,G,47,477,4773
4774100,Comércio varejista de artigos de óptica,G,47,477,4774
4781400,Comércio varejista de artigos do vestuário e acessórios,G,47,478,4781
4782201,Comércio varejista de calçados,G,47,478,4782
4782202,Comércio varejista de artigos de viagem,G,47,478,4782
4783101,Comércio varejista de artigos de joalheria,G,47,478,4783
4783102,Comércio varejista de artigos de relojoaria,G,47,478,4783
4784900,Comércio varejista de gás liqüefeito de petróleo (GLP),G,47,478,4784
4785701,Comércio varejista de antigüidades,G,47,478,4785
4785799,Comércio varejista de outros artigos usados,G,47,478,4785
4789001,"Comércio varejista de suvenires, bijuterias e artesanatos",G,47,478,4789
4789002,Comércio varejista de plantas e flores naturais,G,47,478,4789
4789003,Comércio varejista de objetos de arte,G,47,478,4789
4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,G,47,478,4789
4789005,Comércio varejista de produtos saneantes domissanitários,G,47,478,4789
4789006,Comércio varejista de fogos de artifício e artigos pirotécnicos,G,47,478,4789
4789007,Comércio varejista de equipamentos para escritório,G,47,478,4789
4789008,Comércio varejista de artigos fotográficos e para filmagem,G,47,478,4789
4789009,Comércio varejista de armas e munições,G,47,478,4789
4789099,Comércio varejista de outros produtos não especificados anteriormente,G,47,478,4789
5099801,"Transporte aquaviário para travessia de rios, baías e canais",H,50,509,5099
5099899,Outros transportes aquaviários não especificados anteriormente,H,50,509,5099
5250801,Comissaria de despachos,H,52,525,5250
5250802,Atividades de despachantes aduaneiros,H,52,525,5250
5250803,"Agenciamento de cargas, exceto para o transporte marítimo",H,52,525,5250
5250804,Organização logística do transporte de carga,H,52,525,5250
5250805,Operador de transporte multimodal - OTM,H,52,525,5250
5811501,Edição de livros impressos,J,58,581,5811
5811502,Edição de livros em meios eletrônicos,J,58,581,5811
5811503,Edição de livros exclusivamente em meio eletrônico,J,58,581,5811
5812303,Edição de jornais exclusivamente em meio eletrônico,J,58,581,5812
5813101,Edição de revistas impressas,J,58,581,5813
5813102,Edição de revistas em meios eletrônicos,J,58,581,5813
5911199,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",J,59,591,5911
5912003,Atividades de pós-produção de programas de televisão,J,59,591,5912
5912099,Atividades de pós-produção cinematográfica e de vídeos não especificadas anteriormente,J,59,591,5912
5920100,Atividades de gravação de som e de edição de música,J,59,592,5920
6209101,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",J,62,620,6209
6209102,Promoção de vendas de tecnologia da informação,J,62,620,6209
6209103,Suporte e outros serviços em tecnologia da informação,J,62,620,6209
6399201,Provisionamento de bandas largas,J,63,639,6399
6399299,Outras atividades de prestação de serviços de informação não especificadas anteriormente,J,63,639,6399
6410701,Banco Central,K,64,641,6410
7010700,Sedes de empresas e unidades administrativas locais,M,70,701,7010
7010701,Sedes de empresas e unidades administrativas locais,M,70,701,7010
7010702,Holdings não institucionais,M,70,701,7010
7010703,Holdings institucionais,M,70,701,7010
8630507,Atividade médica ambulatorial sem recursos para procedimentos cirúrgicos e exames complementares,Q,86,863,8630
8720402,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",Q,87,872,8720
8720403,"Atividades de assistência a deficientes psíquicos, mentais e dependentes químicos",Q,87,872,8720
9002700,Atividades de apoio a espetáculos,R,90,900,9002
9102300,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,R,91,910,9102
