termo,codigo_cnae,descricao_cnae,secao,divisao,grupo,classe,tipo,relevancia,data_criacao
Cultivo de arroz,0111301,,A,01,,,nome_oficial,100,
Cultivo,0111301,,A,01,,,produto,85,
Cultivo,0111301,,A,01,,,produto,85,
Arroz,0111301,,A,01,,,atividade,85,
Arroz,0111301,,A,01,,,atividade,85,
Cultivo de arroz,0111301,,A,01,,,palavra_chave,90,
Cultivo de milho,0111302,,A,01,,,nome_oficial,100,
Cultivo,0111302,,A,01,,,produto,85,
Cultivo,0111302,,A,01,,,produto,85,
Milho,0111302,,A,01,,,atividade,85,
Milho,0111302,,A,01,,,atividade,85,
Cultivo de milho,0111302,,A,01,,,palavra_chave,90,
Cultivo de trigo,0111303,,A,01,,,nome_oficial,100,
Cultivo,0111303,,A,01,,,produto,85,
Cultivo,0111303,,A,01,,,produto,85,
Trigo,0111303,,A,01,,,atividade,85,
Trigo,0111303,,A,01,,,atividade,85,
Cultivo de trigo,0111303,,A,01,,,palavra_chave,90,
Cultivo de outros cereais não especificados anteriormente,0111399,,A,01,,,nome_oficial,100,
Cultivo,0111399,,A,01,,,produto,85,
Cultivo,0111399,,A,01,,,produto,85,
Outros,0111399,,A,01,,,atividade,85,
Outros,0111399,,A,01,,,atividade,85,
Cereais,0111399,,A,01,,,atividade,85,
Cereais,0111399,,A,01,,,atividade,85,
Especificados,0111399,,A,01,,,atividade,85,
Especificados,0111399,,A,01,,,atividade,85,
Cultivo de outros cereais não especificados anteriormente,0111399,,A,01,,,palavra_chave,90,
Cultivo de algodão herbáceo,0112101,,A,01,,,nome_oficial,100,
Cultivo,0112101,,A,01,,,produto,85,
Cultivo,0112101,,A,01,,,produto,85,
Algodão,0112101,,A,01,,,atividade,85,
Algodao,0112101,,A,01,,,atividade,85,
Herbáceo,0112101,,A,01,,,atividade,85,
Herbaceo,0112101,,A,01,,,atividade,85,
Cultivo de algodão herbáceo,0112101,,A,01,,,palavra_chave,90,
Cultivo de juta,0112102,,A,01,,,nome_oficial,100,
Cultivo,0112102,,A,01,,,produto,85,
Cultivo,0112102,,A,01,,,produto,85,
Juta,0112102,,A,01,,,atividade,85,
Juta,0112102,,A,01,,,atividade,85,
Cultivo de juta,0112102,,A,01,,,palavra_chave,90,
Cultivo de outras fibras de lavoura temporária não especificadas anteriormente,0112199,,A,01,,,nome_oficial,100,
Cultivo,0112199,,A,01,,,produto,85,
Cultivo,0112199,,A,01,,,produto,85,
Outras,0112199,,A,01,,,atividade,85,
Outras,0112199,,A,01,,,atividade,85,
Fibras,0112199,,A,01,,,atividade,85,
Fibras,0112199,,A,01,,,atividade,85,
Lavoura,0112199,,A,01,,,atividade,85,
Lavoura,0112199,,A,01,,,atividade,85,
Temporária,0112199,,A,01,,,atividade,85,
Temporaria,0112199,,A,01,,,atividade,85,
Cultivo de outras fibras de lavoura temporária não especificadas anteriormente,0112199,,A,01,,,palavra_chave,90,
Cultivo de cana-de-açúcar,0113000,,A,01,,,nome_oficial,100,
Cultivo,0113000,,A,01,,,produto,85,
Cultivo,0113000,,A,01,,,produto,85,
Cana,0113000,,A,01,,,atividade,85,
Cana,0113000,,A,01,,,atividade,85,
Açúcar,0113000,,A,01,,,atividade,85,
Acucar,0113000,,A,01,,,atividade,85,
Cultivo de cana-de-açúcar,0113000,,A,01,,,palavra_chave,90,
Cultivo de fumo,0114800,,A,01,,,nome_oficial,100,
Cultivo,0114800,,A,01,,,produto,85,
Cultivo,0114800,,A,01,,,produto,85,
Fumo,0114800,,A,01,,,atividade,85,
Fumo,0114800,,A,01,,,atividade,85,
Cultivo de fumo,0114800,,A,01,,,palavra_chave,90,
Cultivo de soja,0115600,,A,01,,,nome_oficial,100,
Cultivo,0115600,,A,01,,,produto,85,
Cultivo,0115600,,A,01,,,produto,85,
Soja,0115600,,A,01,,,atividade,85,
Soja,0115600,,A,01,,,atividade,85,
Cultivo de soja,0115600,,A,01,,,palavra_chave,90,
Cultivo de amendoim,0116401,,A,01,,,nome_oficial,100,
Cultivo,0116401,,A,01,,,produto,85,
Cultivo,0116401,,A,01,,,produto,85,
Amendoim,0116401,,A,01,,,atividade,85,
Amendoim,0116401,,A,01,,,atividade,85,
Cultivo de amendoim,0116401,,A,01,,,palavra_chave,90,
Cultivo de girassol,0116402,,A,01,,,nome_oficial,100,
Cultivo,0116402,,A,01,,,produto,85,
Cultivo,0116402,,A,01,,,produto,85,
Girassol,0116402,,A,01,,,atividade,85,
Girassol,0116402,,A,01,,,atividade,85,
Cultivo de girassol,0116402,,A,01,,,palavra_chave,90,
Cultivo de mamona,0116403,,A,01,,,nome_oficial,100,
Cultivo,0116403,,A,01,,,produto,85,
Cultivo,0116403,,A,01,,,produto,85,
Mamona,0116403,,A,01,,,atividade,85,
Mamona,0116403,,A,01,,,atividade,85,
Cultivo de mamona,0116403,,A,01,,,palavra_chave,90,
Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente,0116499,,A,01,,,nome_oficial,100,
Cultivo,0116499,,A,01,,,produto,85,
Cultivo,0116499,,A,01,,,produto,85,
Outras,0116499,,A,01,,,atividade,85,
Outras,0116499,,A,01,,,atividade,85,
Oleaginosas,0116499,,A,01,,,atividade,85,
Oleaginosas,0116499,,A,01,,,atividade,85,
Lavoura,0116499,,A,01,,,atividade,85,
Lavoura,0116499,,A,01,,,atividade,85,
Temporária,0116499,,A,01,,,atividade,85,
Temporaria,0116499,,A,01,,,atividade,85,
Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente,0116499,,A,01,,,palavra_chave,90,
Cultivo de abacaxi,0119901,,A,01,,,nome_oficial,100,
Cultivo,0119901,,A,01,,,produto,85,
Cultivo,0119901,,A,01,,,produto,85,
Abacaxi,0119901,,A,01,,,atividade,85,
Abacaxi,0119901,,A,01,,,atividade,85,
Cultivo de abacaxi,0119901,,A,01,,,palavra_chave,90,
Cultivo de alho,0119902,,A,01,,,nome_oficial,100,
Cultivo,0119902,,A,01,,,produto,85,
Cultivo,0119902,,A,01,,,produto,85,
Alho,0119902,,A,01,,,atividade,85,
Alho,0119902,,A,01,,,atividade,85,
Cultivo de alho,0119902,,A,01,,,palavra_chave,90,
Cultivo de batata-inglesa,0119903,,A,01,,,nome_oficial,100,
Cultivo,0119903,,A,01,,,produto,85,
Cultivo,0119903,,A,01,,,produto,85,
Batata,0119903,,A,01,,,atividade,85,
Batata,0119903,,A,01,,,atividade,85,
Inglesa,0119903,,A,01,,,atividade,85,
Inglesa,0119903,,A,01,,,atividade,85,
Cultivo de batata-inglesa,0119903,,A,01,,,palavra_chave,90,
Cultivo de cebola,0119904,,A,01,,,nome_oficial,100,
Cultivo,0119904,,A,01,,,produto,85,
Cultivo,0119904,,A,01,,,produto,85,
Cebola,0119904,,A,01,,,atividade,85,
Cebola,0119904,,A,01,,,atividade,85,
Cultivo de cebola,0119904,,A,01,,,palavra_chave,90,
Cultivo de feijão,0119905,,A,01,,,nome_oficial,100,
Cultivo,0119905,,A,01,,,produto,85,
Cultivo,0119905,,A,01,,,produto,85,
Feijão,0119905,,A,01,,,atividade,85,
Feijao,0119905,,A,01,,,atividade,85,
Cultivo de feijão,0119905,,A,01,,,palavra_chave,90,
Cultivo de mandioca,0119906,,A,01,,,nome_oficial,100,
Cultivo,0119906,,A,01,,,produto,85,
Cultivo,0119906,,A,01,,,produto,85,
Mandioca,0119906,,A,01,,,atividade,85,
Mandioca,0119906,,A,01,,,atividade,85,
Cultivo de mandioca,0119906,,A,01,,,palavra_chave,90,
Cultivo de melão,0119907,,A,01,,,nome_oficial,100,
Cultivo,0119907,,A,01,,,produto,85,
Cultivo,0119907,,A,01,,,produto,85,
Melão,0119907,,A,01,,,atividade,85,
Melao,0119907,,A,01,,,atividade,85,
Cultivo de melão,0119907,,A,01,,,palavra_chave,90,
Cultivo de melancia,0119908,,A,01,,,nome_oficial,100,
Cultivo,0119908,,A,01,,,produto,85,
Cultivo,0119908,,A,01,,,produto,85,
Melancia,0119908,,A,01,,,atividade,85,
Melancia,0119908,,A,01,,,atividade,85,
Cultivo de melancia,0119908,,A,01,,,palavra_chave,90,
Cultivo de tomate rasteiro,0119909,,A,01,,,nome_oficial,100,
Cultivo,0119909,,A,01,,,produto,85,
Cultivo,0119909,,A,01,,,produto,85,
Tomate,0119909,,A,01,,,atividade,85,
Tomate,0119909,,A,01,,,atividade,85,
Rasteiro,0119909,,A,01,,,atividade,85,
Rasteiro,0119909,,A,01,,,atividade,85,
Cultivo de tomate rasteiro,0119909,,A,01,,,palavra_chave,90,
Cultivo de outras plantas de lavoura temporária não especificadas anteriormente,0119999,,A,01,,,nome_oficial,100,
Cultivo,0119999,,A,01,,,produto,85,
Cultivo,0119999,,A,01,,,produto,85,
Outras,0119999,,A,01,,,atividade,85,
Outras,0119999,,A,01,,,atividade,85,
Plantas,0119999,,A,01,,,atividade,85,
Plantas,0119999,,A,01,,,atividade,85,
Lavoura,0119999,,A,01,,,atividade,85,
Lavoura,0119999,,A,01,,,atividade,85,
Temporária,0119999,,A,01,,,atividade,85,
Temporaria,0119999,,A,01,,,atividade,85,
Cultivo de outras plantas de lavoura temporária não especificadas anteriormente,0119999,,A,01,,,palavra_chave,90,
"Horticultura, exceto morango",0121101,,A,01,,,nome_oficial,100,
Horticultura,0121101,,A,01,,,produto,85,
Horticultura,0121101,,A,01,,,produto,85,
Morango,0121101,,A,01,,,atividade,85,
Morango,0121101,,A,01,,,atividade,85,
"Horticultura, exceto morango",0121101,,A,01,,,palavra_chave,90,
Cultivo de morango,0121102,,A,01,,,nome_oficial,100,
Cultivo,0121102,,A,01,,,produto,85,
Cultivo,0121102,,A,01,,,produto,85,
Morango,0121102,,A,01,,,atividade,85,
Morango,0121102,,A,01,,,atividade,85,
Cultivo de morango,0121102,,A,01,,,palavra_chave,90,
Cultivo de flores e plantas ornamentais,0122900,,A,01,,,nome_oficial,100,
Cultivo,0122900,,A,01,,,produto,85,
Cultivo,0122900,,A,01,,,produto,85,
Flores,0122900,,A,01,,,atividade,85,
Flores,0122900,,A,01,,,atividade,85,
Plantas,0122900,,A,01,,,atividade,85,
Plantas,0122900,,A,01,,,atividade,85,
Ornamentais,0122900,,A,01,,,atividade,85,
Ornamentais,0122900,,A,01,,,atividade,85,
Cultivo de flores e plantas ornamentais,0122900,,A,01,,,palavra_chave,90,
Cultivo de laranja,0131800,,A,01,,,nome_oficial,100,
Cultivo,0131800,,A,01,,,produto,85,
Cultivo,0131800,,A,01,,,produto,85,
Laranja,0131800,,A,01,,,atividade,85,
Laranja,0131800,,A,01,,,atividade,85,
Cultivo de laranja,0131800,,A,01,,,palavra_chave,90,
Cultivo de uva,0132600,,A,01,,,nome_oficial,100,
Cultivo,0132600,,A,01,,,produto,85,
Cultivo,0132600,,A,01,,,produto,85,
Uva,0132600,,A,01,,,atividade,85,
Uva,0132600,,A,01,,,atividade,85,
Cultivo de uva,0132600,,A,01,,,palavra_chave,90,
Cultivo de açaí,0133401,,A,01,,,nome_oficial,100,
Cultivo,0133401,,A,01,,,produto,85,
Cultivo,0133401,,A,01,,,produto,85,
Açaí,0133401,,A,01,,,atividade,85,
Acai,0133401,,A,01,,,atividade,85,
Cultivo de açaí,0133401,,A,01,,,palavra_chave,90,
Cultivo de banana,0133402,,A,01,,,nome_oficial,100,
Cultivo,0133402,,A,01,,,produto,85,
Cultivo,0133402,,A,01,,,produto,85,
Banana,0133402,,A,01,,,atividade,85,
Banana,0133402,,A,01,,,atividade,85,
Cultivo de banana,0133402,,A,01,,,palavra_chave,90,
Cultivo de caju,0133403,,A,01,,,nome_oficial,100,
Cultivo,0133403,,A,01,,,produto,85,
Cultivo,0133403,,A,01,,,produto,85,
Caju,0133403,,A,01,,,atividade,85,
Caju,0133403,,A,01,,,atividade,85,
Cultivo de caju,0133403,,A,01,,,palavra_chave,90,
"Cultivo de cítricos, exceto laranja",0133404,,A,01,,,nome_oficial,100,
Cultivo,0133404,,A,01,,,produto,85,
Cultivo,0133404,,A,01,,,produto,85,
Cítricos,0133404,,A,01,,,atividade,85,
Citricos,0133404,,A,01,,,atividade,85,
Laranja,0133404,,A,01,,,atividade,85,
Laranja,0133404,,A,01,,,atividade,85,
"Cultivo de cítricos, exceto laranja",0133404,,A,01,,,palavra_chave,90,
Cultivo de coco-da-baía,0133405,,A,01,,,nome_oficial,100,
Cultivo,0133405,,A,01,,,produto,85,
Cultivo,0133405,,A,01,,,produto,85,
Coco,0133405,,A,01,,,atividade,85,
Coco,0133405,,A,01,,,atividade,85,
Baía,0133405,,A,01,,,atividade,85,
Baia,0133405,,A,01,,,atividade,85,
Cultivo de coco-da-baía,0133405,,A,01,,,palavra_chave,90,
Cultivo de guaraná,0133406,,A,01,,,nome_oficial,100,
Cultivo,0133406,,A,01,,,produto,85,
Cultivo,0133406,,A,01,,,produto,85,
Guaraná,0133406,,A,01,,,atividade,85,
Guarana,0133406,,A,01,,,atividade,85,
Cultivo de guaraná,0133406,,A,01,,,palavra_chave,90,
Cultivo de maçã,0133407,,A,01,,,nome_oficial,100,
Cultivo,0133407,,A,01,,,produto,85,
Cultivo,0133407,,A,01,,,produto,85,
Maçã,0133407,,A,01,,,atividade,85,
Maca,0133407,,A,01,,,atividade,85,
Cultivo de maçã,0133407,,A,01,,,palavra_chave,90,
Cultivo de mamão,0133408,,A,01,,,nome_oficial,100,
Cultivo,0133408,,A,01,,,produto,85,
Cultivo,0133408,,A,01,,,produto,85,
Mamão,0133408,,A,01,,,atividade,85,
Mamao,0133408,,A,01,,,atividade,85,
Cultivo de mamão,0133408,,A,01,,,palavra_chave,90,
Cultivo de maracujá,0133409,,A,01,,,nome_oficial,100,
Cultivo,0133409,,A,01,,,produto,85,
Cultivo,0133409,,A,01,,,produto,85,
Maracujá,0133409,,A,01,,,atividade,85,
Maracuja,0133409,,A,01,,,atividade,85,
Cultivo de maracujá,0133409,,A,01,,,palavra_chave,90,
Cultivo de manga,0133410,,A,01,,,nome_oficial,100,
Cultivo,0133410,,A,01,,,produto,85,
Cultivo,0133410,,A,01,,,produto,85,
Manga,0133410,,A,01,,,atividade,85,
Manga,0133410,,A,01,,,atividade,85,
Cultivo de manga,0133410,,A,01,,,palavra_chave,90,
Cultivo de pêssego,0133411,,A,01,,,nome_oficial,100,
Cultivo,0133411,,A,01,,,produto,85,
Cultivo,0133411,,A,01,,,produto,85,
Pêssego,0133411,,A,01,,,atividade,85,
Pessego,0133411,,A,01,,,atividade,85,
Cultivo de pêssego,0133411,,A,01,,,palavra_chave,90,
Cultivo de frutas de lavoura permanente não especificadas anteriormente,0133499,,A,01,,,nome_oficial,100,
Cultivo,0133499,,A,01,,,produto,85,
Cultivo,0133499,,A,01,,,produto,85,
Frutas,0133499,,A,01,,,atividade,85,
Frutas,0133499,,A,01,,,atividade,85,
Lavoura,0133499,,A,01,,,atividade,85,
Lavoura,0133499,,A,01,,,atividade,85,
Permanente,0133499,,A,01,,,atividade,85,
Permanente,0133499,,A,01,,,atividade,85,
Cultivo de frutas de lavoura permanente não especificadas anteriormente,0133499,,A,01,,,palavra_chave,90,
Cultivo de café,0134200,,A,01,,,nome_oficial,100,
Cultivo,0134200,,A,01,,,produto,85,
Cultivo,0134200,,A,01,,,produto,85,
Café,0134200,,A,01,,,atividade,85,
Cafe,0134200,,A,01,,,atividade,85,
Cultivo de café,0134200,,A,01,,,palavra_chave,90,
Cultivo de cacau,0135100,,A,01,,,nome_oficial,100,
Cultivo,0135100,,A,01,,,produto,85,
Cultivo,0135100,,A,01,,,produto,85,
Cacau,0135100,,A,01,,,atividade,85,
Cacau,0135100,,A,01,,,atividade,85,
Cultivo de cacau,0135100,,A,01,,,palavra_chave,90,
Cultivo de chá-da-índia,0139301,,A,01,,,nome_oficial,100,
Cultivo,0139301,,A,01,,,produto,85,
Cultivo,0139301,,A,01,,,produto,85,
Chá,0139301,,A,01,,,atividade,85,
Cha,0139301,,A,01,,,atividade,85,
Índia,0139301,,A,01,,,atividade,85,
India,0139301,,A,01,,,atividade,85,
Cultivo de chá-da-índia,0139301,,A,01,,,palavra_chave,90,
Cultivo de erva-mate,0139302,,A,01,,,nome_oficial,100,
Cultivo,0139302,,A,01,,,produto,85,
Cultivo,0139302,,A,01,,,produto,85,
Erva,0139302,,A,01,,,atividade,85,
Erva,0139302,,A,01,,,atividade,85,
Mate,0139302,,A,01,,,atividade,85,
Mate,0139302,,A,01,,,atividade,85,
Cultivo de erva-mate,0139302,,A,01,,,palavra_chave,90,
Cultivo de pimenta-do-reino,0139303,,A,01,,,nome_oficial,100,
Cultivo,0139303,,A,01,,,produto,85,
Cultivo,0139303,,A,01,,,produto,85,
Pimenta,0139303,,A,01,,,atividade,85,
Pimenta,0139303,,A,01,,,atividade,85,
Reino,0139303,,A,01,,,atividade,85,
Reino,0139303,,A,01,,,atividade,85,
Cultivo de pimenta-do-reino,0139303,,A,01,,,palavra_chave,90,
"Cultivo de plantas para condimento, exceto pimenta-do-reino",0139304,,A,01,,,nome_oficial,100,
Cultivo,0139304,,A,01,,,produto,85,
Cultivo,0139304,,A,01,,,produto,85,
Plantas,0139304,,A,01,,,atividade,85,
Plantas,0139304,,A,01,,,atividade,85,
Condimento,0139304,,A,01,,,atividade,85,
Condimento,0139304,,A,01,,,atividade,85,
Pimenta,0139304,,A,01,,,atividade,85,
Pimenta,0139304,,A,01,,,atividade,85,
Reino,0139304,,A,01,,,atividade,85,
Reino,0139304,,A,01,,,atividade,85,
"Cultivo de plantas para condimento, exceto pimenta-do-reino",0139304,,A,01,,,palavra_chave,90,
Cultivo de dendê,0139305,,A,01,,,nome_oficial,100,
Cultivo,0139305,,A,01,,,produto,85,
Cultivo,0139305,,A,01,,,produto,85,
Dendê,0139305,,A,01,,,atividade,85,
Dende,0139305,,A,01,,,atividade,85,
Cultivo de dendê,0139305,,A,01,,,palavra_chave,90,
Cultivo de seringueira,0139306,,A,01,,,nome_oficial,100,
Cultivo,0139306,,A,01,,,produto,85,
Cultivo,0139306,,A,01,,,produto,85,
Seringueira,0139306,,A,01,,,atividade,85,
Seringueira,0139306,,A,01,,,atividade,85,
Cultivo de seringueira,0139306,,A,01,,,palavra_chave,90,
Cultivo de outras plantas de lavoura permanente não especificadas anteriormente,0139399,,A,01,,,nome_oficial,100,
Cultivo,0139399,,A,01,,,produto,85,
Cultivo,0139399,,A,01,,,produto,85,
Outras,0139399,,A,01,,,atividade,85,
Outras,0139399,,A,01,,,atividade,85,
Plantas,0139399,,A,01,,,atividade,85,
Plantas,0139399,,A,01,,,atividade,85,
Lavoura,0139399,,A,01,,,atividade,85,
Lavoura,0139399,,A,01,,,atividade,85,
Permanente,0139399,,A,01,,,atividade,85,
Permanente,0139399,,A,01,,,atividade,85,
Cultivo de outras plantas de lavoura permanente não especificadas anteriormente,0139399,,A,01,,,palavra_chave,90,
"Produção de sementes certificadas, exceto de forrageiras para pasto",0141501,,A,01,,,nome_oficial,100,
Sementes,0141501,,A,01,,,atividade,85,
Sementes,0141501,,A,01,,,atividade,85,
Certificadas,0141501,,A,01,,,atividade,85,
Certificadas,0141501,,A,01,,,atividade,85,
Forrageiras,0141501,,A,01,,,atividade,85,
Forrageiras,0141501,,A,01,,,atividade,85,
Pasto,0141501,,A,01,,,atividade,85,
Pasto,0141501,,A,01,,,atividade,85,
"Produção de sementes certificadas, exceto de forrageiras para pasto",0141501,,A,01,,,palavra_chave,90,
Produção de sementes certificadas de forrageiras para formação de pasto,0141502,,A,01,,,nome_oficial,100,
Sementes,0141502,,A,01,,,atividade,85,
Sementes,0141502,,A,01,,,atividade,85,
Certificadas,0141502,,A,01,,,atividade,85,
Certificadas,0141502,,A,01,,,atividade,85,
Forrageiras,0141502,,A,01,,,atividade,85,
Forrageiras,0141502,,A,01,,,atividade,85,
Formação,0141502,,A,01,,,atividade,85,
Formacao,0141502,,A,01,,,atividade,85,
Pasto,0141502,,A,01,,,atividade,85,
Pasto,0141502,,A,01,,,atividade,85,
Produção de sementes certificadas de forrageiras para formação de pasto,0141502,,A,01,,,palavra_chave,90,
"Produção de mudas e outras formas de propagação vegetal, certificadas",0142300,,A,01,,,nome_oficial,100,
Mudas,0142300,,A,01,,,atividade,85,
Mudas,0142300,,A,01,,,atividade,85,
Outras,0142300,,A,01,,,atividade,85,
Outras,0142300,,A,01,,,atividade,85,
Formas,0142300,,A,01,,,atividade,85,
Formas,0142300,,A,01,,,atividade,85,
Propagação,0142300,,A,01,,,atividade,85,
Propagacao,0142300,,A,01,,,atividade,85,
Vegetal,0142300,,A,01,,,atividade,85,
Vegetal,0142300,,A,01,,,atividade,85,
Certificadas,0142300,,A,01,,,atividade,85,
Certificadas,0142300,,A,01,,,atividade,85,
"Produção de mudas e outras formas de propagação vegetal, certificadas",0142300,,A,01,,,palavra_chave,90,
Criação de bovinos para corte,0151201,,A,01,,,nome_oficial,100,
Criação,0151201,,A,01,,,atividade,85,
Criacao,0151201,,A,01,,,atividade,85,
Bovinos,0151201,,A,01,,,atividade,85,
Bovinos,0151201,,A,01,,,atividade,85,
Corte,0151201,,A,01,,,atividade,85,
Corte,0151201,,A,01,,,atividade,85,
Criação de bovinos para corte,0151201,,A,01,,,palavra_chave,90,
Criação de bovinos para leite,0151202,,A,01,,,nome_oficial,100,
Criação,0151202,,A,01,,,atividade,85,
Criacao,0151202,,A,01,,,atividade,85,
Bovinos,0151202,,A,01,,,atividade,85,
Bovinos,0151202,,A,01,,,atividade,85,
Leite,0151202,,A,01,,,atividade,85,
Leite,0151202,,A,01,,,atividade,85,
Criação de bovinos para leite,0151202,,A,01,,,palavra_chave,90,
"Criação de bovinos, exceto para corte e leite",0151203,,A,01,,,nome_oficial,100,
Criação,0151203,,A,01,,,atividade,85,
Criacao,0151203,,A,01,,,atividade,85,
Bovinos,0151203,,A,01,,,atividade,85,
Bovinos,0151203,,A,01,,,atividade,85,
Corte,0151203,,A,01,,,atividade,85,
Corte,0151203,,A,01,,,atividade,85,
Leite,0151203,,A,01,,,atividade,85,
Leite,0151203,,A,01,,,atividade,85,
"Criação de bovinos, exceto para corte e leite",0151203,,A,01,,,palavra_chave,90,
Criação de bufalinos,0152101,,A,01,,,nome_oficial,100,
Criação,0152101,,A,01,,,atividade,85,
Criacao,0152101,,A,01,,,atividade,85,
Bufalinos,0152101,,A,01,,,atividade,85,
Bufalinos,0152101,,A,01,,,atividade,85,
Criação de bufalinos,0152101,,A,01,,,palavra_chave,90,
Criação de eqüinos,0152102,,A,01,,,nome_oficial,100,
Criação,0152102,,A,01,,,atividade,85,
Criacao,0152102,,A,01,,,atividade,85,
Eqüinos,0152102,,A,01,,,atividade,85,
Equinos,0152102,,A,01,,,atividade,85,
Criação de eqüinos,0152102,,A,01,,,palavra_chave,90,
Criação de asininos e muares,0152103,,A,01,,,nome_oficial,100,
Criação,0152103,,A,01,,,atividade,85,
Criacao,0152103,,A,01,,,atividade,85,
Asininos,0152103,,A,01,,,atividade,85,
Asininos,0152103,,A,01,,,atividade,85,
Muares,0152103,,A,01,,,atividade,85,
Muares,0152103,,A,01,,,atividade,85,
Criação de asininos e muares,0152103,,A,01,,,palavra_chave,90,
Criação de caprinos,0153901,,A,01,,,nome_oficial,100,
Criação,0153901,,A,01,,,atividade,85,
Criacao,0153901,,A,01,,,atividade,85,
Caprinos,0153901,,A,01,,,atividade,85,
Caprinos,0153901,,A,01,,,atividade,85,
Criação de caprinos,0153901,,A,01,,,palavra_chave,90,
"Criação de ovinos, inclusive para produção de lã",0153902,,A,01,,,nome_oficial,100,
Criação,0153902,,A,01,,,atividade,85,
Criacao,0153902,,A,01,,,atividade,85,
Ovinos,0153902,,A,01,,,atividade,85,
Ovinos,0153902,,A,01,,,atividade,85,
Inclusive,0153902,,A,01,,,atividade,85,
Inclusive,0153902,,A,01,,,atividade,85,
"Criação de ovinos, inclusive para produção de lã",0153902,,A,01,,,palavra_chave,90,
Criação de suínos,0154700,,A,01,,,nome_oficial,100,
Criação,0154700,,A,01,,,atividade,85,
Criacao,0154700,,A,01,,,atividade,85,
Suínos,0154700,,A,01,,,atividade,85,
Suinos,0154700,,A,01,,,atividade,85,
Criação de suínos,0154700,,A,01,,,palavra_chave,90,
Criação de frangos para corte,0155501,,A,01,,,nome_oficial,100,
Criação,0155501,,A,01,,,atividade,85,
Criacao,0155501,,A,01,,,atividade,85,
Frangos,0155501,,A,01,,,atividade,85,
Frangos,0155501,,A,01,,,atividade,85,
Corte,0155501,,A,01,,,atividade,85,
Corte,0155501,,A,01,,,atividade,85,
Criação de frangos para corte,0155501,,A,01,,,palavra_chave,90,
Produção de pintos de um dia,0155502,,A,01,,,nome_oficial,100,
Pintos,0155502,,A,01,,,atividade,85,
Pintos,0155502,,A,01,,,atividade,85,
Dia,0155502,,A,01,,,atividade,85,
Dia,0155502,,A,01,,,atividade,85,
Produção de pintos de um dia,0155502,,A,01,,,palavra_chave,90,
"Criação de outros galináceos, exceto para corte",0155503,,A,01,,,nome_oficial,100,
Criação,0155503,,A,01,,,atividade,85,
Criacao,0155503,,A,01,,,atividade,85,
Outros,0155503,,A,01,,,atividade,85,
Outros,0155503,,A,01,,,atividade,85,
Galináceos,0155503,,A,01,,,atividade,85,
Galinaceos,0155503,,A,01,,,atividade,85,
Corte,0155503,,A,01,,,atividade,85,
Corte,0155503,,A,01,,,atividade,85,
"Criação de outros galináceos, exceto para corte",0155503,,A,01,,,palavra_chave,90,
"Criação de aves, exceto galináceos",0155504,,A,01,,,nome_oficial,100,
Criação,0155504,,A,01,,,atividade,85,
Criacao,0155504,,A,01,,,atividade,85,
Aves,0155504,,A,01,,,atividade,85,
Aves,0155504,,A,01,,,atividade,85,
Galináceos,0155504,,A,01,,,atividade,85,
Galinaceos,0155504,,A,01,,,atividade,85,
"Criação de aves, exceto galináceos",0155504,,A,01,,,palavra_chave,90,
Produção de ovos,0155505,,A,01,,,nome_oficial,100,
Ovos,0155505,,A,01,,,atividade,85,
Ovos,0155505,,A,01,,,atividade,85,
Produção de ovos,0155505,,A,01,,,palavra_chave,90,
Apicultura,0159801,,A,01,,,nome_oficial,100,
Apicultura,0159801,,A,01,,,produto,85,
Apicultura,0159801,,A,01,,,produto,85,
Apicultura,0159801,,A,01,,,palavra_chave,90,
Criação de animais de estimação,0159802,,A,01,,,nome_oficial,100,
Criação,0159802,,A,01,,,atividade,85,
Criacao,0159802,,A,01,,,atividade,85,
Animais,0159802,,A,01,,,atividade,85,
Animais,0159802,,A,01,,,atividade,85,
Estimação,0159802,,A,01,,,atividade,85,
Estimacao,0159802,,A,01,,,atividade,85,
Criação de animais de estimação,0159802,,A,01,,,palavra_chave,90,
Criação de escargô,0159803,,A,01,,,nome_oficial,100,
Criação,0159803,,A,01,,,atividade,85,
Criacao,0159803,,A,01,,,atividade,85,
Escargô,0159803,,A,01,,,atividade,85,
Escargo,0159803,,A,01,,,atividade,85,
Criação de escargô,0159803,,A,01,,,palavra_chave,90,
Criação de bicho-da-seda,0159804,,A,01,,,nome_oficial,100,
Criação,0159804,,A,01,,,atividade,85,
Criacao,0159804,,A,01,,,atividade,85,
Bicho,0159804,,A,01,,,atividade,85,
Bicho,0159804,,A,01,,,atividade,85,
Seda,0159804,,A,01,,,atividade,85,
Seda,0159804,,A,01,,,atividade,85,
Criação de bicho-da-seda,0159804,,A,01,,,palavra_chave,90,
Criação de outros animais não especificados anteriormente,0159899,,A,01,,,nome_oficial,100,
Criação,0159899,,A,01,,,atividade,85,
Criacao,0159899,,A,01,,,atividade,85,
Outros,0159899,,A,01,,,atividade,85,
Outros,0159899,,A,01,,,atividade,85,
Animais,0159899,,A,01,,,atividade,85,
Animais,0159899,,A,01,,,atividade,85,
Especificados,0159899,,A,01,,,atividade,85,
Especificados,0159899,,A,01,,,atividade,85,
