termo,codigo_cnae,descricao_cnae,secao,divisao,grupo,classe,tipo,relevancia,data_criacao
Chapas,1621800,,C,16,,,atividade,85,
Compensada,1621800,,C,16,,,atividade,85,
Compensada,1621800,,C,16,,,atividade,85,
Prensada,1621800,,C,16,,,atividade,85,
Prensada,1621800,,C,16,,,atividade,85,
Aglomerada,1621800,,C,16,,,atividade,85,
Aglomerada,1621800,,C,16,,,atividade,85,
"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",1621800,,C,16,,,palavra_chave,90,
Fabricação de casas de madeira pré-fabricadas,1622601,,C,16,,,nome_oficial,100,
Casas,1622601,,C,16,,,atividade,85,
Casas,1622601,,C,16,,,atividade,85,
Madeira,1622601,,C,16,,,atividade,85,
Madeira,1622601,,C,16,,,atividade,85,
Pré,1622601,,C,16,,,atividade,85,
Pre,1622601,,C,16,,,atividade,85,
Fabricadas,1622601,,C,16,,,atividade,85,
Fabricadas,1622601,,C,16,,,atividade,85,
Fabricação de casas de madeira pré-fabricadas,1622601,,C,16,,,palavra_chave,90,
Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1622602,,C,16,,,nome_oficial,100,
Esquadrias,1622602,,C,16,,,atividade,85,
Esquadrias,1622602,,C,16,,,atividade,85,
Madeira,1622602,,C,16,,,atividade,85,
Madeira,1622602,,C,16,,,atividade,85,
Peças,1622602,,C,16,,,atividade,85,
Pecas,1622602,,C,16,,,atividade,85,
Instalações,1622602,,C,16,,,atividade,85,
Instalacoes,1622602,,C,16,,,atividade,85,
Industriais,1622602,,C,16,,,atividade,85,
Industriais,1622602,,C,16,,,atividade,85,
Comerciais,1622602,,C,16,,,atividade,85,
Comerciais,1622602,,C,16,,,atividade,85,
Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1622602,,C,16,,,palavra_chave,90,
Fabricação de artefatos de tanoaria e de embalagens de madeira,1623400,,C,16,,,nome_oficial,100,
Artefatos,1623400,,C,16,,,atividade,85,
Artefatos,1623400,,C,16,,,atividade,85,
Tanoaria,1623400,,C,16,,,atividade,85,
Tanoaria,1623400,,C,16,,,atividade,85,
Embalagens,1623400,,C,16,,,atividade,85,
Embalagens,1623400,,C,16,,,atividade,85,
Madeira,1623400,,C,16,,,atividade,85,
Madeira,1623400,,C,16,,,atividade,85,
Fabricação de artefatos de tanoaria e de embalagens de madeira,1623400,,C,16,,,palavra_chave,90,
Fabricação de celulose e outras pastas para a fabricação de papel,1710900,,C,17,,,nome_oficial,100,
Celulose,1710900,,C,17,,,atividade,85,
Celulose,1710900,,C,17,,,atividade,85,
Outras,1710900,,C,17,,,atividade,85,
Outras,1710900,,C,17,,,atividade,85,
Pastas,1710900,,C,17,,,atividade,85,
Pastas,1710900,,C,17,,,atividade,85,
Papel,1710900,,C,17,,,atividade,85,
Papel,1710900,,C,17,,,atividade,85,
Fabricação de celulose e outras pastas para a fabricação de papel,1710900,,C,17,,,palavra_chave,90,
Fabricação de papel,1721400,,C,17,,,nome_oficial,100,
Papel,1721400,,C,17,,,atividade,85,
Papel,1721400,,C,17,,,atividade,85,
Fabricação de papel,1721400,,C,17,,,palavra_chave,90,
Fabricação de cartolina e papel-cartão,1722200,,C,17,,,nome_oficial,100,
Cartolina,1722200,,C,17,,,atividade,85,
Cartolina,1722200,,C,17,,,atividade,85,
Papel,1722200,,C,17,,,atividade,85,
Papel,1722200,,C,17,,,atividade,85,
Cartão,1722200,,C,17,,,atividade,85,
Cartao,1722200,,C,17,,,atividade,85,
Fabricação de cartolina e papel-cartão,1722200,,C,17,,,palavra_chave,90,
Fabricação de embalagens de papel,1731100,,C,17,,,nome_oficial,100,
Embalagens,1731100,,C,17,,,atividade,85,
Embalagens,1731100,,C,17,,,atividade,85,
Papel,1731100,,C,17,,,atividade,85,
Papel,1731100,,C,17,,,atividade,85,
Fabricação de embalagens de papel,1731100,,C,17,,,palavra_chave,90,
Fabricação de embalagens de cartolina e papel-cartão,1732000,,C,17,,,nome_oficial,100,
Embalagens,1732000,,C,17,,,atividade,85,
Embalagens,1732000,,C,17,,,atividade,85,
Cartolina,1732000,,C,17,,,atividade,85,
Cartolina,1732000,,C,17,,,atividade,85,
Papel,1732000,,C,17,,,atividade,85,
Papel,1732000,,C,17,,,atividade,85,
Cartão,1732000,,C,17,,,atividade,85,
Cartao,1732000,,C,17,,,atividade,85,
Fabricação de embalagens de cartolina e papel-cartão,1732000,,C,17,,,palavra_chave,90,
Fabricação de chapas e de embalagens de papelão ondulado,1733800,,C,17,,,nome_oficial,100,
Chapas,1733800,,C,17,,,atividade,85,
Chapas,1733800,,C,17,,,atividade,85,
Embalagens,1733800,,C,17,,,atividade,85,
Embalagens,1733800,,C,17,,,atividade,85,
Papelão,1733800,,C,17,,,atividade,85,
Papelao,1733800,,C,17,,,atividade,85,
Ondulado,1733800,,C,17,,,atividade,85,
Ondulado,1733800,,C,17,,,atividade,85,
Fabricação de chapas e de embalagens de papelão ondulado,1733800,,C,17,,,palavra_chave,90,
Impressão de jornais,1811301,,C,18,,,nome_oficial,100,
Impressão,1811301,,C,18,,,atividade,85,
Impressao,1811301,,C,18,,,atividade,85,
Jornais,1811301,,C,18,,,atividade,85,
Jornais,1811301,,C,18,,,atividade,85,
Impressão de jornais,1811301,,C,18,,,palavra_chave,90,
"Impressão de livros, revistas e outras publicações periódicas",1811302,,C,18,,,nome_oficial,100,
Impressão,1811302,,C,18,,,atividade,85,
Impressao,1811302,,C,18,,,atividade,85,
Livros,1811302,,C,18,,,atividade,85,
Livros,1811302,,C,18,,,atividade,85,
Revistas,1811302,,C,18,,,atividade,85,
Revistas,1811302,,C,18,,,atividade,85,
Outras,1811302,,C,18,,,atividade,85,
Outras,1811302,,C,18,,,atividade,85,
Publicações,1811302,,C,18,,,atividade,85,
Publicacoes,1811302,,C,18,,,atividade,85,
Periódicas,1811302,,C,18,,,atividade,85,
Periodicas,1811302,,C,18,,,atividade,85,
"Impressão de livros, revistas e outras publicações periódicas",1811302,,C,18,,,palavra_chave,90,
"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",1811303,,C,18,,,nome_oficial,100,
Impressão,1811303,,C,18,,,atividade,85,
Impressao,1811303,,C,18,,,atividade,85,
Material,1811303,,C,18,,,atividade,85,
Material,1811303,,C,18,,,atividade,85,
Uso,1811303,,C,18,,,atividade,85,
Uso,1811303,,C,18,,,atividade,85,
Comercial,1811303,,C,18,,,atividade,85,
Comercial,1811303,,C,18,,,atividade,85,
Outros,1811303,,C,18,,,atividade,85,
Outros,1811303,,C,18,,,atividade,85,
Materiais,1811303,,C,18,,,atividade,85,
Materiais,1811303,,C,18,,,atividade,85,
Gráficos,1811303,,C,18,,,atividade,85,
Graficos,1811303,,C,18,,,atividade,85,
Papelaria,1811303,,C,18,,,atividade,85,
Papelaria,1811303,,C,18,,,atividade,85,
"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",1811303,,C,18,,,palavra_chave,90,
Impressão de material de segurança,1812100,,C,18,,,nome_oficial,100,
Impressão,1812100,,C,18,,,atividade,85,
Impressao,1812100,,C,18,,,atividade,85,
Material,1812100,,C,18,,,atividade,85,
Material,1812100,,C,18,,,atividade,85,
Segurança,1812100,,C,18,,,atividade,85,
Seguranca,1812100,,C,18,,,atividade,85,
Impressão de material de segurança,1812100,,C,18,,,palavra_chave,90,
Serviços de pré-impressão,1821100,,C,18,,,nome_oficial,100,
Pré,1821100,,C,18,,,atividade,85,
Pre,1821100,,C,18,,,atividade,85,
Impressão,1821100,,C,18,,,atividade,85,
Impressao,1821100,,C,18,,,atividade,85,
Serviços de pré-impressão,1821100,,C,18,,,palavra_chave,90,
Serviços de encadernação e plastificação,1822901,,C,18,,,nome_oficial,100,
Encadernação,1822901,,C,18,,,atividade,85,
Encadernacao,1822901,,C,18,,,atividade,85,
Plastificação,1822901,,C,18,,,atividade,85,
Plastificacao,1822901,,C,18,,,atividade,85,
Serviços de encadernação e plastificação,1822901,,C,18,,,palavra_chave,90,
Coquerias,1910100,,C,19,,,nome_oficial,100,
Coquerias,1910100,,C,19,,,atividade,85,
Coquerias,1910100,,C,19,,,atividade,85,
Coquerias,1910100,,C,19,,,palavra_chave,90,
Fabricação de produtos do refino de petróleo,1921700,,C,19,,,nome_oficial,100,
Produtos,1921700,,C,19,,,atividade,85,
Produtos,1921700,,C,19,,,atividade,85,
Refino,1921700,,C,19,,,atividade,85,
Refino,1921700,,C,19,,,atividade,85,
Petróleo,1921700,,C,19,,,atividade,85,
Petroleo,1921700,,C,19,,,atividade,85,
Fabricação de produtos do refino de petróleo,1921700,,C,19,,,palavra_chave,90,
Formulação de combustíveis,1922501,,C,19,,,nome_oficial,100,
Formulação,1922501,,C,19,,,atividade,85,
Formulacao,1922501,,C,19,,,atividade,85,
Combustíveis,1922501,,C,19,,,atividade,85,
Combustiveis,1922501,,C,19,,,atividade,85,
Formulação de combustíveis,1922501,,C,19,,,palavra_chave,90,
Rerrefino de óleos lubrificantes,1922502,,C,19,,,nome_oficial,100,
Rerrefino,1922502,,C,19,,,atividade,85,
Rerrefino,1922502,,C,19,,,atividade,85,
Óleos,1922502,,C,19,,,atividade,85,
Oleos,1922502,,C,19,,,atividade,85,
Lubrificantes,1922502,,C,19,,,atividade,85,
Lubrificantes,1922502,,C,19,,,atividade,85,
Rerrefino de óleos lubrificantes,1922502,,C,19,,,palavra_chave,90,
Fabricação de cloro e álcalis,2011800,,C,20,,,nome_oficial,100,
Cloro,2011800,,C,20,,,atividade,85,
Cloro,2011800,,C,20,,,atividade,85,
Álcalis,2011800,,C,20,,,atividade,85,
Alcalis,2011800,,C,20,,,atividade,85,
Fabricação de cloro e álcalis,2011800,,C,20,,,palavra_chave,90,
Fabricação de intermediários para fertilizantes,2012600,,C,20,,,nome_oficial,100,
Intermediários,2012600,,C,20,,,atividade,85,
Intermediarios,2012600,,C,20,,,atividade,85,
Fertilizantes,2012600,,C,20,,,atividade,85,
Fertilizantes,2012600,,C,20,,,atividade,85,
Fabricação de intermediários para fertilizantes,2012600,,C,20,,,palavra_chave,90,
Fabricação de adubos e fertilizantes,2013400,,C,20,,,nome_oficial,100,
Adubos,2013400,,C,20,,,atividade,85,
Adubos,2013400,,C,20,,,atividade,85,
Fertilizantes,2013400,,C,20,,,atividade,85,
Fertilizantes,2013400,,C,20,,,atividade,85,
Fabricação de adubos e fertilizantes,2013400,,C,20,,,palavra_chave,90,
Fabricação de gases industriais,2014200,,C,20,,,nome_oficial,100,
Gases,2014200,,C,20,,,atividade,85,
Gases,2014200,,C,20,,,atividade,85,
Industriais,2014200,,C,20,,,atividade,85,
Industriais,2014200,,C,20,,,atividade,85,
Fabricação de gases industriais,2014200,,C,20,,,palavra_chave,90,
Elaboração de combustíveis nucleares,2019301,,C,20,,,nome_oficial,100,
Elaboração,2019301,,C,20,,,atividade,85,
Elaboracao,2019301,,C,20,,,atividade,85,
Combustíveis,2019301,,C,20,,,atividade,85,
Combustiveis,2019301,,C,20,,,atividade,85,
Nucleares,2019301,,C,20,,,atividade,85,
Nucleares,2019301,,C,20,,,atividade,85,
Elaboração de combustíveis nucleares,2019301,,C,20,,,palavra_chave,90,
Fabricação de outros produtos inorgânicos não especificados anteriormente,2019399,,C,20,,,nome_oficial,100,
Outros,2019399,,C,20,,,atividade,85,
Outros,2019399,,C,20,,,atividade,85,
Produtos,2019399,,C,20,,,atividade,85,
Produtos,2019399,,C,20,,,atividade,85,
Inorgânicos,2019399,,C,20,,,atividade,85,
Inorganicos,2019399,,C,20,,,atividade,85,
Especificados,2019399,,C,20,,,atividade,85,
Especificados,2019399,,C,20,,,atividade,85,
Fabricação de outros produtos inorgânicos não especificados anteriormente,2019399,,C,20,,,palavra_chave,90,
Fabricação de produtos petroquímicos básicos,2021500,,C,20,,,nome_oficial,100,
Produtos,2021500,,C,20,,,atividade,85,
Produtos,2021500,,C,20,,,atividade,85,
Petroquímicos,2021500,,C,20,,,atividade,85,
Petroquimicos,2021500,,C,20,,,atividade,85,
Básicos,2021500,,C,20,,,atividade,85,
Basicos,2021500,,C,20,,,atividade,85,
Fabricação de produtos petroquímicos básicos,2021500,,C,20,,,palavra_chave,90,
"Fabricação de intermediários para plastificantes, resinas e fibras",2022300,,C,20,,,nome_oficial,100,
Intermediários,2022300,,C,20,,,atividade,85,
Intermediarios,2022300,,C,20,,,atividade,85,
Plastificantes,2022300,,C,20,,,atividade,85,
Plastificantes,2022300,,C,20,,,atividade,85,
Resinas,2022300,,C,20,,,atividade,85,
Resinas,2022300,,C,20,,,atividade,85,
Fibras,2022300,,C,20,,,atividade,85,
Fibras,2022300,,C,20,,,atividade,85,
"Fabricação de intermediários para plastificantes, resinas e fibras",2022300,,C,20,,,palavra_chave,90,
Fabricação de produtos químicos orgânicos não especificados anteriormente,2029100,,C,20,,,nome_oficial,100,
Produtos,2029100,,C,20,,,atividade,85,
Produtos,2029100,,C,20,,,atividade,85,
Químicos,2029100,,C,20,,,atividade,85,
Quimicos,2029100,,C,20,,,atividade,85,
Orgânicos,2029100,,C,20,,,atividade,85,
Organicos,2029100,,C,20,,,atividade,85,
Especificados,2029100,,C,20,,,atividade,85,
Especificados,2029100,,C,20,,,atividade,85,
Fabricação de produtos químicos orgânicos não especificados anteriormente,2029100,,C,20,,,palavra_chave,90,
Fabricação de resinas termoplásticas,2031200,,C,20,,,nome_oficial,100,
Resinas,2031200,,C,20,,,atividade,85,
Resinas,2031200,,C,20,,,atividade,85,
Termoplásticas,2031200,,C,20,,,atividade,85,
Termoplasticas,2031200,,C,20,,,atividade,85,
Fabricação de resinas termoplásticas,2031200,,C,20,,,palavra_chave,90,
Fabricação de resinas termofixas,2032100,,C,20,,,nome_oficial,100,
Resinas,2032100,,C,20,,,atividade,85,
Resinas,2032100,,C,20,,,atividade,85,
Termofixas,2032100,,C,20,,,atividade,85,
Termofixas,2032100,,C,20,,,atividade,85,
Fabricação de resinas termofixas,2032100,,C,20,,,palavra_chave,90,
Fabricação de elastômeros,2033900,,C,20,,,nome_oficial,100,
Elastômeros,2033900,,C,20,,,atividade,85,
Elastomeros,2033900,,C,20,,,atividade,85,
Fabricação de elastômeros,2033900,,C,20,,,palavra_chave,90,
Fabricação de adesivos e selantes,2040101,,C,20,,,nome_oficial,100,
Adesivos,2040101,,C,20,,,atividade,85,
Adesivos,2040101,,C,20,,,atividade,85,
Selantes,2040101,,C,20,,,atividade,85,
Selantes,2040101,,C,20,,,atividade,85,
Fabricação de adesivos e selantes,2040101,,C,20,,,palavra_chave,90,
"Fabricação de vernizes, esmaltes e lacas",2040102,,C,20,,,nome_oficial,100,
Vernizes,2040102,,C,20,,,atividade,85,
Vernizes,2040102,,C,20,,,atividade,85,
Esmaltes,2040102,,C,20,,,atividade,85,
Esmaltes,2040102,,C,20,,,atividade,85,
Lacas,2040102,,C,20,,,atividade,85,
Lacas,2040102,,C,20,,,atividade,85,
"Fabricação de vernizes, esmaltes e lacas",2040102,,C,20,,,palavra_chave,90,
"Fabricação de tintas, exceto esmaltes e lacas",2040103,,C,20,,,nome_oficial,100,
Tintas,2040103,,C,20,,,atividade,85,
Tintas,2040103,,C,20,,,atividade,85,
Esmaltes,2040103,,C,20,,,atividade,85,
Esmaltes,2040103,,C,20,,,atividade,85,
Lacas,2040103,,C,20,,,atividade,85,
Lacas,2040103,,C,20,,,atividade,85,
"Fabricação de tintas, exceto esmaltes e lacas",2040103,,C,20,,,palavra_chave,90,
Fabricação de produtos de manutenção e limpeza,2040199,,C,20,,,nome_oficial,100,
Produtos,2040199,,C,20,,,atividade,85,
Produtos,2040199,,C,20,,,atividade,85,
Manutenção,2040199,,C,20,,,atividade,85,
Manutencao,2040199,,C,20,,,atividade,85,
Limpeza,2040199,,C,20,,,atividade,85,
Limpeza,2040199,,C,20,,,atividade,85,
Fabricação de produtos de manutenção e limpeza,2040199,,C,20,,,palavra_chave,90,
"Fabricação de produtos agroquímicos, exceto agrotóxicos",2051700,,C,20,,,nome_oficial,100,
Produtos,2051700,,C,20,,,atividade,85,
Produtos,2051700,,C,20,,,atividade,85,
Agroquímicos,2051700,,C,20,,,atividade,85,
Agroquimicos,2051700,,C,20,,,atividade,85,
Agrotóxicos,2051700,,C,20,,,atividade,85,
Agrotoxicos,2051700,,C,20,,,atividade,85,
"Fabricação de produtos agroquímicos, exceto agrotóxicos",2051700,,C,20,,,palavra_chave,90,
Fabricação de agrotóxicos e afins,2052500,,C,20,,,nome_oficial,100,
Agrotóxicos,2052500,,C,20,,,atividade,85,
Agrotoxicos,2052500,,C,20,,,atividade,85,
Afins,2052500,,C,20,,,atividade,85,
Afins,2052500,,C,20,,,atividade,85,
Fabricação de agrotóxicos e afins,2052500,,C,20,,,palavra_chave,90,
Fabricação de sabões e detergentes sintéticos,2061400,,C,20,,,nome_oficial,100,
Sabões,2061400,,C,20,,,atividade,85,
Saboes,2061400,,C,20,,,atividade,85,
Detergentes,2061400,,C,20,,,atividade,85,
Detergentes,2061400,,C,20,,,atividade,85,
Sintéticos,2061400,,C,20,,,atividade,85,
Sinteticos,2061400,,C,20,,,atividade,85,
Fabricação de sabões e detergentes sintéticos,2061400,,C,20,,,palavra_chave,90,
Fabricação de produtos de limpeza e polimento,2062200,,C,20,,,nome_oficial,100,
Produtos,2062200,,C,20,,,atividade,85,
Produtos,2062200,,C,20,,,atividade,85,
Limpeza,2062200,,C,20,,,atividade,85,
Limpeza,2062200,,C,20,,,atividade,85,
Polimento,2062200,,C,20,,,atividade,85,
Polimento,2062200,,C,20,,,atividade,85,
Fabricação de produtos de limpeza e polimento,2062200,,C,20,,,palavra_chave,90,
"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",2063100,,C,20,,,nome_oficial,100,
Cosméticos,2063100,,C,20,,,atividade,85,
Cosmeticos,2063100,,C,20,,,atividade,85,
Produtos,2063100,,C,20,,,atividade,85,
Produtos,2063100,,C,20,,,atividade,85,
Perfumaria,2063100,,C,20,,,atividade,85,
Perfumaria,2063100,,C,20,,,atividade,85,
Higiene,2063100,,C,20,,,atividade,85,
Higiene,2063100,,C,20,,,atividade,85,
Pessoal,2063100,,C,20,,,atividade,85,
Pessoal,2063100,,C,20,,,atividade,85,
"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",2063100,,C,20,,,palavra_chave,90,
Fabricação de tintas de imprimir,2071100,,C,20,,,nome_oficial,100,
Tintas,2071100,,C,20,,,atividade,85,
Tintas,2071100,,C,20,,,atividade,85,
Imprimir,2071100,,C,20,,,atividade,85,
Imprimir,2071100,,C,20,,,atividade,85,
Fabricação de tintas de imprimir,2071100,,C,20,,,palavra_chave,90,
Fabricação de corantes e pigmentos,2072000,,C,20,,,nome_oficial,100,
Corantes,2072000,,C,20,,,atividade,85,
Corantes,2072000,,C,20,,,atividade,85,
Pigmentos,2072000,,C,20,,,atividade,85,
Pigmentos,2072000,,C,20,,,atividade,85,
Fabricação de corantes e pigmentos,2072000,,C,20,,,palavra_chave,90,
"Fabricação de adesivos, selantes, revestimentos e colas",2091600,,C,20,,,nome_oficial,100,
Adesivos,2091600,,C,20,,,atividade,85,
Adesivos,2091600,,C,20,,,atividade,85,
Selantes,2091600,,C,20,,,atividade,85,
Selantes,2091600,,C,20,,,atividade,85,
Revestimentos,2091600,,C,20,,,atividade,85,
Revestimentos,2091600,,C,20,,,atividade,85,
Colas,2091600,,C,20,,,atividade,85,
Colas,2091600,,C,20,,,atividade,85,
"Fabricação de adesivos, selantes, revestimentos e colas",2091600,,C,20,,,palavra_chave,90,
"Fabricação de pólvoras, explosivos e detonadores",2092401,,C,20,,,nome_oficial,100,
Pólvoras,2092401,,C,20,,,atividade,85,
Polvoras,2092401,,C,20,,,atividade,85,
Explosivos,2092401,,C,20,,,atividade,85,
Explosivos,2092401,,C,20,,,atividade,85,
Detonadores,2092401,,C,20,,,atividade,85,
Detonadores,2092401,,C,20,,,atividade,85,
"Fabricação de pólvoras, explosivos e detonadores",2092401,,C,20,,,palavra_chave,90,
Fabricação de artigos pirotécnicos,2092402,,C,20,,,nome_oficial,100,
Artigos,2092402,,C,20,,,atividade,85,
Artigos,2092402,,C,20,,,atividade,85,
Pirotécnicos,2092402,,C,20,,,profissao,85,
Pirotecnicos,2092402,,C,20,,,profissao,85,
Fabricação de artigos pirotécnicos,2092402,,C,20,,,palavra_chave,90,
Fabricação de fósforos de segurança,2092403,,C,20,,,nome_oficial,100,
Fósforos,2092403,,C,20,,,atividade,85,
Fosforos,2092403,,C,20,,,atividade,85,
Segurança,2092403,,C,20,,,atividade,85,
Seguranca,2092403,,C,20,,,atividade,85,
Fabricação de fósforos de segurança,2092403,,C,20,,,palavra_chave,90,
Fabricação de aditivos de uso industrial,2093200,,C,20,,,nome_oficial,100,
Aditivos,2093200,,C,20,,,atividade,85,
Aditivos,2093200,,C,20,,,atividade,85,
Uso,2093200,,C,20,,,atividade,85,
Uso,2093200,,C,20,,,atividade,85,
Industrial,2093200,,C,20,,,atividade,85,
Industrial,2093200,,C,20,,,atividade,85,
Fabricação de aditivos de uso industrial,2093200,,C,20,,,palavra_chave,90,
Fabricação de catalisadores,2094100,,C,20,,,nome_oficial,100,
Catalisadores,2094100,,C,20,,,atividade,85,
Catalisadores,2094100,,C,20,,,atividade,85,
Fabricação de catalisadores,2094100,,C,20,,,palavra_chave,90,
Fabricação de outros produtos químicos não especificados anteriormente,2099199,,C,20,,,nome_oficial,100,
Outros,2099199,,C,20,,,atividade,85,
Outros,2099199,,C,20,,,atividade,85,
Produtos,2099199,,C,20,,,atividade,85,
Produtos,2099199,,C,20,,,atividade,85,
Químicos,2099199,,C,20,,,atividade,85,
Quimicos,2099199,,C,20,,,atividade,85,
Especificados,2099199,,C,20,,,atividade,85,
Especificados,2099199,,C,20,,,atividade,85,
Fabricação de outros produtos químicos não especificados anteriormente,2099199,,C,20,,,palavra_chave,90,
Fabricação de insumos farmacêuticos,2110600,,C,21,,,nome_oficial,100,
Insumos,2110600,,C,21,,,atividade,85,
Insumos,2110600,,C,21,,,atividade,85,
Farmacêuticos,2110600,,C,21,,,atividade,85,
Farmaceuticos,2110600,,C,21,,,atividade,85,
Fabricação de insumos farmacêuticos,2110600,,C,21,,,palavra_chave,90,
Fabricação de medicamentos alopáticos para uso humano,2121101,,C,21,,,nome_oficial,100,
Medicamentos,2121101,,C,21,,,atividade,85,
Medicamentos,2121101,,C,21,,,atividade,85,
Alopáticos,2121101,,C,21,,,atividade,85,
Alopaticos,2121101,,C,21,,,atividade,85,
Uso,2121101,,C,21,,,atividade,85,
Uso,2121101,,C,21,,,atividade,85,
Humano,2121101,,C,21,,,atividade,85,
Humano,2121101,,C,21,,,atividade,85,
Fabricação de medicamentos alopáticos para uso humano,2121101,,C,21,,,palavra_chave,90,
Fabricação de medicamentos homeopáticos para uso humano,2121102,,C,21,,,nome_oficial,100,
Medicamentos,2121102,,C,21,,,atividade,85,
Medicamentos,2121102,,C,21,,,atividade,85,
Homeopáticos,2121102,,C,21,,,atividade,85,
Homeopaticos,2121102,,C,21,,,atividade,85,
Uso,2121102,,C,21,,,atividade,85,
Uso,2121102,,C,21,,,atividade,85,
Humano,2121102,,C,21,,,atividade,85,
Humano,2121102,,C,21,,,atividade,85,
Fabricação de medicamentos homeopáticos para uso humano,2121102,,C,21,,,palavra_chave,90,
Fabricação de medicamentos fitoterápicos para uso humano,2121103,,C,21,,,nome_oficial,100,
Medicamentos,2121103,,C,21,,,atividade,85,
Medicamentos,2121103,,C,21,,,atividade,85,
Fitoterápicos,2121103,,C,21,,,atividade,85,
Fitoterapicos,2121103,,C,21,,,atividade,85,
Uso,2121103,,C,21,,,atividade,85,
Uso,2121103,,C,21,,,atividade,85,
Humano,2121103,,C,21,,,atividade,85,
Humano,2121103,,C,21,,,atividade,85,
Fabricação de medicamentos fitoterápicos para uso humano,2121103,,C,21,,,palavra_chave,90,
Fabricação de medicamentos para uso veterinário,2122000,,C,21,,,nome_oficial,100,
Medicamentos,2122000,,C,21,,,atividade,85,
Medicamentos,2122000,,C,21,,,atividade,85,
Uso,2122000,,C,21,,,atividade,85,
Uso,2122000,,C,21,,,atividade,85,
Veterinário,2122000,,C,21,,,atividade,85,
Veterinario,2122000,,C,21,,,atividade,85,
Fabricação de medicamentos para uso veterinário,2122000,,C,21,,,palavra_chave,90,
Fabricação de preparações farmacêuticas,2123800,,C,21,,,nome_oficial,100,
Preparações,2123800,,C,21,,,atividade,85,
Preparacoes,2123800,,C,21,,,atividade,85,
Farmacêuticas,2123800,,C,21,,,atividade,85,
Farmaceuticas,2123800,,C,21,,,atividade,85,
Fabricação de preparações farmacêuticas,2123800,,C,21,,,palavra_chave,90,
Fabricação de pneumáticos e de câmaras-de-ar,2211100,,C,22,,,nome_oficial,100,
Pneumáticos,2211100,,C,22,,,atividade,85,
Pneumaticos,2211100,,C,22,,,atividade,85,
Câmaras,2211100,,C,22,,,atividade,85,
Camaras,2211100,,C,22,,,atividade,85,
Fabricação de pneumáticos e de câmaras-de-ar,2211100,,C,22,,,palavra_chave,90,
Reforma de pneumáticos usados,2212800,,C,22,,,nome_oficial,100,
Reforma,2212800,,C,22,,,atividade,85,
Reforma,2212800,,C,22,,,atividade,85,
Pneumáticos,2212800,,C,22,,,atividade,85,
Pneumaticos,2212800,,C,22,,,atividade,85,
Usados,2212800,,C,22,,,atividade,85,
Usados,2212800,,C,22,,,atividade,85,
Reforma de pneumáticos usados,2212800,,C,22,,,palavra_chave,90,
Fabricação de artefatos de borracha não especificados anteriormente,2219500,,C,22,,,nome_oficial,100,
Artefatos,2219500,,C,22,,,atividade,85,
Artefatos,2219500,,C,22,,,atividade,85,
Borracha,2219500,,C,22,,,atividade,85,
Borracha,2219500,,C,22,,,atividade,85,
Especificados,2219500,,C,22,,,atividade,85,
Especificados,2219500,,C,22,,,atividade,85,
Fabricação de artefatos de borracha não especificados anteriormente,2219500,,C,22,,,palavra_chave,90,
Fabricação de laminados planos e tubulares de material plástico,2221800,,C,22,,,nome_oficial,100,
Laminados,2221800,,C,22,,,atividade,85,
Laminados,2221800,,C,22,,,atividade,85,
Planos,2221800,,C,22,,,atividade,85,
Planos,2221800,,C,22,,,atividade,85,
Tubulares,2221800,,C,22,,,atividade,85,
Tubulares,2221800,,C,22,,,atividade,85,
Material,2221800,,C,22,,,atividade,85,
Material,2221800,,C,22,,,atividade,85,
Plástico,2221800,,C,22,,,atividade,85,
Plastico,2221800,,C,22,,,atividade,85,
Fabricação de laminados planos e tubulares de material plástico,2221800,,C,22,,,palavra_chave,90,
Fabricação de embalagens de material plástico,2222600,,C,22,,,nome_oficial,100,
Embalagens,2222600,,C,22,,,atividade,85,
Embalagens,2222600,,C,22,,,atividade,85,
Material,2222600,,C,22,,,atividade,85,
Material,2222600,,C,22,,,atividade,85,
Plástico,2222600,,C,22,,,atividade,85,
Plastico,2222600,,C,22,,,atividade,85,
Fabricação de embalagens de material plástico,2222600,,C,22,,,palavra_chave,90,
Fabricação de tubos e acessórios de material plástico para uso na construção,2223400,,C,22,,,nome_oficial,100,
Tubos,2223400,,C,22,,,atividade,85,
Tubos,2223400,,C,22,,,atividade,85,
Acessórios,2223400,,C,22,,,atividade,85,
Acessorios,2223400,,C,22,,,atividade,85,
Material,2223400,,C,22,,,atividade,85,
Material,2223400,,C,22,,,atividade,85,
Plástico,2223400,,C,22,,,atividade,85,
Plastico,2223400,,C,22,,,atividade,85,
Uso,2223400,,C,22,,,atividade,85,
Uso,2223400,,C,22,,,atividade,85,
Construção,2223400,,C,22,,,atividade,85,
Construcao,2223400,,C,22,,,atividade,85,
Fabricação de tubos e acessórios de material plástico para uso na construção,2223400,,C,22,,,palavra_chave,90,
